candidate_id,name,experience,skills,summary
485,Candidate_485,6,"React, JS, HTML, CSS, Node","Experienced in React, JS, HTML, CSS, Node"
486,Candidate_486,7,"React, JS, HTML, CSS, Node","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
487,Candidate_487,0,"React, JS, HTML, CSS, Node","Experienced in React, JS, HTML, CSS, Node"
488,Candidate_488,6,"Java, Spring, Microservices, Docker","Experienced in React, JS, HTML, CSS, Node"
489,Candidate_489,6,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
490,Candidate_490,3,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Java, Spring, Microservices, Docker"
491,Candidate_491,0,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
492,Candidate_492,9,"NLP, Deep Learning, PyTorch, ML","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
493,Candidate_493,3,"React, JS, HTML, CSS, Node","Experienced in React, JS, HTML, CSS, Node"
494,Candidate_494,5,"Python, SQL, ML, Pandas, TensorFlow","Experienced in React, JS, HTML, CSS, Node"
495,Candidate_495,4,"Python, SQL, ML, Pandas, TensorFlow","Experienced in NLP, Deep Learning, PyTorch, ML"
496,Candidate_496,5,"React, JS, HTML, CSS, Node","Experienced in Python, SQL, ML, Pandas, TensorFlow"
497,Candidate_497,7,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in NLP, Deep Learning, PyTorch, ML"
498,Candidate_498,1,"Python, SQL, ML, Pandas, TensorFlow","Experienced in NLP, Deep Learning, PyTorch, ML"
499,Candidate_499,5,"Java, Spring, Microservices, Docker","Experienced in NLP, Deep Learning, PyTorch, ML"
500,Candidate_500,10,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Python, SQL, ML, Pandas, TensorFlow"
501,Candidate_501,9,"Java, Spring, Microservices, Docker","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
502,Candidate_502,6,"Java, Spring, Microservices, Docker","Experienced in React, JS, HTML, CSS, Node"
503,Candidate_503,0,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Python, SQL, ML, Pandas, TensorFlow"
504,Candidate_504,9,"Python, SQL, ML, Pandas, TensorFlow","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
505,Candidate_505,3,"Python, SQL, ML, Pandas, TensorFlow","Experienced in NLP, Deep Learning, PyTorch, ML"
506,Candidate_506,2,"React, JS, HTML, CSS, Node","Experienced in Java, Spring, Microservices, Docker"
507,Candidate_507,9,"React, JS, HTML, CSS, Node","Experienced in React, JS, HTML, CSS, Node"
508,Candidate_508,9,"NLP, Deep Learning, PyTorch, ML","Experienced in Python, SQL, ML, Pandas, TensorFlow"
509,Candidate_509,9,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Python, SQL, ML, Pandas, TensorFlow"
510,Candidate_510,7,"React, JS, HTML, CSS, Node","Experienced in NLP, Deep Learning, PyTorch, ML"
511,Candidate_511,4,"Java, Spring, Microservices, Docker","Experienced in Java, Spring, Microservices, Docker"
512,Candidate_512,6,"React, JS, HTML, CSS, Node","Experienced in NLP, Deep Learning, PyTorch, ML"
513,Candidate_513,2,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Python, SQL, ML, Pandas, TensorFlow"
514,Candidate_514,8,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in NLP, Deep Learning, PyTorch, ML"
515,Candidate_515,6,"Python, SQL, ML, Pandas, TensorFlow","Experienced in React, JS, HTML, CSS, Node"
516,Candidate_516,6,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in NLP, Deep Learning, PyTorch, ML"
517,Candidate_517,10,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
518,Candidate_518,1,"Python, SQL, ML, Pandas, TensorFlow","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
519,Candidate_519,4,"React, JS, HTML, CSS, Node","Experienced in Python, SQL, ML, Pandas, TensorFlow"
520,Candidate_520,0,"React, JS, HTML, CSS, Node","Experienced in NLP, Deep Learning, PyTorch, ML"
521,Candidate_521,10,"Java, Spring, Microservices, Docker","Experienced in Python, SQL, ML, Pandas, TensorFlow"
522,Candidate_522,6,"Java, Spring, Microservices, Docker","Experienced in React, JS, HTML, CSS, Node"
523,Candidate_523,4,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Python, SQL, ML, Pandas, TensorFlow"
524,Candidate_524,4,"Java, Spring, Microservices, Docker","Experienced in Python, SQL, ML, Pandas, TensorFlow"
525,Candidate_525,3,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
526,Candidate_526,8,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Python, SQL, ML, Pandas, TensorFlow"
527,Candidate_527,1,"React, JS, HTML, CSS, Node","Experienced in Java, Spring, Microservices, Docker"
528,Candidate_528,6,"NLP, Deep Learning, PyTorch, ML","Experienced in Python, SQL, ML, Pandas, TensorFlow"
529,Candidate_529,3,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Java, Spring, Microservices, Docker"
530,Candidate_530,5,"Python, SQL, ML, Pandas, TensorFlow","Experienced in NLP, Deep Learning, PyTorch, ML"
531,Candidate_531,10,"NLP, Deep Learning, PyTorch, ML","Experienced in React, JS, HTML, CSS, Node"
532,Candidate_532,6,"Java, Spring, Microservices, Docker","Experienced in React, JS, HTML, CSS, Node"
533,Candidate_533,4,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Python, SQL, ML, Pandas, TensorFlow"
534,Candidate_534,4,"React, JS, HTML, CSS, Node","Experienced in NLP, Deep Learning, PyTorch, ML"
535,Candidate_535,8,"NLP, Deep Learning, PyTorch, ML","Experienced in NLP, Deep Learning, PyTorch, ML"
536,Candidate_536,2,"NLP, Deep Learning, PyTorch, ML","Experienced in React, JS, HTML, CSS, Node"
537,Candidate_537,0,"NLP, Deep Learning, PyTorch, ML","Experienced in NLP, Deep Learning, PyTorch, ML"
538,Candidate_538,8,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in React, JS, HTML, CSS, Node"
539,Candidate_539,9,"React, JS, HTML, CSS, Node","Experienced in Python, SQL, ML, Pandas, TensorFlow"
540,Candidate_540,0,"NLP, Deep Learning, PyTorch, ML","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
541,Candidate_541,8,"NLP, Deep Learning, PyTorch, ML","Experienced in React, JS, HTML, CSS, Node"
542,Candidate_542,3,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Java, Spring, Microservices, Docker"
543,Candidate_543,6,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
544,Candidate_544,8,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Java, Spring, Microservices, Docker"
545,Candidate_545,2,"React, JS, HTML, CSS, Node","Experienced in React, JS, HTML, CSS, Node"
546,Candidate_546,9,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
547,Candidate_547,5,"Java, Spring, Microservices, Docker","Experienced in Java, Spring, Microservices, Docker"
548,Candidate_548,4,"Java, Spring, Microservices, Docker","Experienced in Python, SQL, ML, Pandas, TensorFlow"
549,Candidate_549,8,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
550,Candidate_550,0,"Java, Spring, Microservices, Docker","Experienced in NLP, Deep Learning, PyTorch, ML"
551,Candidate_551,10,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Java, Spring, Microservices, Docker"
552,Candidate_552,1,"NLP, Deep Learning, PyTorch, ML","Experienced in React, JS, HTML, CSS, Node"
553,Candidate_553,9,"React, JS, HTML, CSS, Node","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
554,Candidate_554,3,"Java, Spring, Microservices, Docker","Experienced in NLP, Deep Learning, PyTorch, ML"
555,Candidate_555,1,"NLP, Deep Learning, PyTorch, ML","Experienced in Python, SQL, ML, Pandas, TensorFlow"
556,Candidate_556,9,"NLP, Deep Learning, PyTorch, ML","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
557,Candidate_557,4,"Python, SQL, ML, Pandas, TensorFlow","Experienced in React, JS, HTML, CSS, Node"
558,Candidate_558,1,"NLP, Deep Learning, PyTorch, ML","Experienced in NLP, Deep Learning, PyTorch, ML"
559,Candidate_559,5,"React, JS, HTML, CSS, Node","Experienced in React, JS, HTML, CSS, Node"
560,Candidate_560,8,"Java, Spring, Microservices, Docker","Experienced in Java, Spring, Microservices, Docker"
561,Candidate_561,1,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in NLP, Deep Learning, PyTorch, ML"
562,Candidate_562,1,"NLP, Deep Learning, PyTorch, ML","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
563,Candidate_563,4,"NLP, Deep Learning, PyTorch, ML","Experienced in React, JS, HTML, CSS, Node"
564,Candidate_564,0,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Python, SQL, ML, Pandas, TensorFlow"
565,Candidate_565,6,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Python, SQL, ML, Pandas, TensorFlow"
566,Candidate_566,9,"NLP, Deep Learning, PyTorch, ML","Experienced in NLP, Deep Learning, PyTorch, ML"
567,Candidate_567,7,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Java, Spring, Microservices, Docker"
568,Candidate_568,9,"NLP, Deep Learning, PyTorch, ML","Experienced in Python, SQL, ML, Pandas, TensorFlow"
569,Candidate_569,8,"React, JS, HTML, CSS, Node","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
570,Candidate_570,3,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Python, SQL, ML, Pandas, TensorFlow"
571,Candidate_571,5,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
572,Candidate_572,0,"NLP, Deep Learning, PyTorch, ML","Experienced in NLP, Deep Learning, PyTorch, ML"
573,Candidate_573,7,"Java, Spring, Microservices, Docker","Experienced in NLP, Deep Learning, PyTorch, ML"
574,Candidate_574,9,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Java, Spring, Microservices, Docker"
575,Candidate_575,5,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in React, JS, HTML, CSS, Node"
576,Candidate_576,4,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Python, SQL, ML, Pandas, TensorFlow"
577,Candidate_577,1,"React, JS, HTML, CSS, Node","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
578,Candidate_578,8,"Python, SQL, ML, Pandas, TensorFlow","Experienced in React, JS, HTML, CSS, Node"
579,Candidate_579,5,"Java, Spring, Microservices, Docker","Experienced in NLP, Deep Learning, PyTorch, ML"
580,Candidate_580,5,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Python, SQL, ML, Pandas, TensorFlow"
581,Candidate_581,1,"React, JS, HTML, CSS, Node","Experienced in Java, Spring, Microservices, Docker"
582,Candidate_582,7,"React, JS, HTML, CSS, Node","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
583,Candidate_583,2,"NLP, Deep Learning, PyTorch, ML","Experienced in NLP, Deep Learning, PyTorch, ML"
584,Candidate_584,10,"Python, SQL, ML, Pandas, TensorFlow","Experienced in React, JS, HTML, CSS, Node"
585,Candidate_585,7,"NLP, Deep Learning, PyTorch, ML","Experienced in Python, SQL, ML, Pandas, TensorFlow"
586,Candidate_586,6,"React, JS, HTML, CSS, Node","Experienced in Java, Spring, Microservices, Docker"
587,Candidate_587,1,"NLP, Deep Learning, PyTorch, ML","Experienced in NLP, Deep Learning, PyTorch, ML"
588,Candidate_588,5,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
589,Candidate_589,2,"Java, Spring, Microservices, Docker","Experienced in Java, Spring, Microservices, Docker"
590,Candidate_590,8,"React, JS, HTML, CSS, Node","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
591,Candidate_591,3,"React, JS, HTML, CSS, Node","Experienced in Java, Spring, Microservices, Docker"
592,Candidate_592,2,"Python, SQL, ML, Pandas, TensorFlow","Experienced in NLP, Deep Learning, PyTorch, ML"
593,Candidate_593,5,"Java, Spring, Microservices, Docker","Experienced in Python, SQL, ML, Pandas, TensorFlow"
594,Candidate_594,4,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Python, SQL, ML, Pandas, TensorFlow"
595,Candidate_595,6,"Python, SQL, ML, Pandas, TensorFlow","Experienced in React, JS, HTML, CSS, Node"
596,Candidate_596,1,"NLP, Deep Learning, PyTorch, ML","Experienced in NLP, Deep Learning, PyTorch, ML"
597,Candidate_597,10,"Java, Spring, Microservices, Docker","Experienced in Python, SQL, ML, Pandas, TensorFlow"
598,Candidate_598,6,"Java, Spring, Microservices, Docker","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
599,Candidate_599,2,"Java, Spring, Microservices, Docker","Experienced in Java, Spring, Microservices, Docker"
600,Candidate_600,1,"React, JS, HTML, CSS, Node","Experienced in React, JS, HTML, CSS, Node"
601,Candidate_601,0,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in React, JS, HTML, CSS, Node"
602,Candidate_602,2,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in React, JS, HTML, CSS, Node"
603,Candidate_603,10,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in React, JS, HTML, CSS, Node"
604,Candidate_604,5,"Java, Spring, Microservices, Docker","Experienced in NLP, Deep Learning, PyTorch, ML"
605,Candidate_605,8,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Python, SQL, ML, Pandas, TensorFlow"
606,Candidate_606,6,"Python, SQL, ML, Pandas, TensorFlow","Experienced in React, JS, HTML, CSS, Node"
607,Candidate_607,1,"React, JS, HTML, CSS, Node","Experienced in Java, Spring, Microservices, Docker"
608,Candidate_608,10,"Java, Spring, Microservices, Docker","Experienced in Python, SQL, ML, Pandas, TensorFlow"
609,Candidate_609,6,"NLP, Deep Learning, PyTorch, ML","Experienced in NLP, Deep Learning, PyTorch, ML"
610,Candidate_610,5,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
611,Candidate_611,6,"React, JS, HTML, CSS, Node","Experienced in NLP, Deep Learning, PyTorch, ML"
612,Candidate_612,6,"React, JS, HTML, CSS, Node","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
613,Candidate_613,4,"React, JS, HTML, CSS, Node","Experienced in NLP, Deep Learning, PyTorch, ML"
614,Candidate_614,7,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
615,Candidate_615,7,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Java, Spring, Microservices, Docker"
616,Candidate_616,5,"Java, Spring, Microservices, Docker","Experienced in Python, SQL, ML, Pandas, TensorFlow"
617,Candidate_617,7,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
618,Candidate_618,1,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
619,Candidate_619,5,"NLP, Deep Learning, PyTorch, ML","Experienced in NLP, Deep Learning, PyTorch, ML"
620,Candidate_620,7,"Java, Spring, Microservices, Docker","Experienced in Python, SQL, ML, Pandas, TensorFlow"
621,Candidate_621,2,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Java, Spring, Microservices, Docker"
622,Candidate_622,0,"Java, Spring, Microservices, Docker","Experienced in NLP, Deep Learning, PyTorch, ML"
623,Candidate_623,10,"Python, SQL, ML, Pandas, TensorFlow","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
624,Candidate_624,4,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Java, Spring, Microservices, Docker"
625,Candidate_625,9,"NLP, Deep Learning, PyTorch, ML","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
626,Candidate_626,4,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in React, JS, HTML, CSS, Node"
627,Candidate_627,9,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
628,Candidate_628,2,"NLP, Deep Learning, PyTorch, ML","Experienced in Python, SQL, ML, Pandas, TensorFlow"
629,Candidate_629,4,"React, JS, HTML, CSS, Node","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
630,Candidate_630,10,"NLP, Deep Learning, PyTorch, ML","Experienced in React, JS, HTML, CSS, Node"
631,Candidate_631,7,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in NLP, Deep Learning, PyTorch, ML"
632,Candidate_632,10,"React, JS, HTML, CSS, Node","Experienced in React, JS, HTML, CSS, Node"
633,Candidate_633,8,"Java, Spring, Microservices, Docker","Experienced in Java, Spring, Microservices, Docker"
634,Candidate_634,9,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Java, Spring, Microservices, Docker"
635,Candidate_635,3,"NLP, Deep Learning, PyTorch, ML","Experienced in Python, SQL, ML, Pandas, TensorFlow"
636,Candidate_636,3,"Java, Spring, Microservices, Docker","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
637,Candidate_637,2,"Python, SQL, ML, Pandas, TensorFlow","Experienced in NLP, Deep Learning, PyTorch, ML"
638,Candidate_638,1,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in React, JS, HTML, CSS, Node"
639,Candidate_639,3,"Java, Spring, Microservices, Docker","Experienced in React, JS, HTML, CSS, Node"
640,Candidate_640,1,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
641,Candidate_641,0,"Python, SQL, ML, Pandas, TensorFlow","Experienced in NLP, Deep Learning, PyTorch, ML"
642,Candidate_642,3,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
643,Candidate_643,9,"Python, SQL, ML, Pandas, TensorFlow","Experienced in NLP, Deep Learning, PyTorch, ML"
644,Candidate_644,10,"React, JS, HTML, CSS, Node","Experienced in Java, Spring, Microservices, Docker"
645,Candidate_645,5,"Python, SQL, ML, Pandas, TensorFlow","Experienced in NLP, Deep Learning, PyTorch, ML"
646,Candidate_646,7,"React, JS, HTML, CSS, Node","Experienced in Java, Spring, Microservices, Docker"
647,Candidate_647,1,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Java, Spring, Microservices, Docker"
648,Candidate_648,8,"Java, Spring, Microservices, Docker","Experienced in NLP, Deep Learning, PyTorch, ML"
649,Candidate_649,9,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Python, SQL, ML, Pandas, TensorFlow"
650,Candidate_650,3,"React, JS, HTML, CSS, Node","Experienced in NLP, Deep Learning, PyTorch, ML"
651,Candidate_651,9,"React, JS, HTML, CSS, Node","Experienced in NLP, Deep Learning, PyTorch, ML"
652,Candidate_652,3,"React, JS, HTML, CSS, Node","Experienced in NLP, Deep Learning, PyTorch, ML"
653,Candidate_653,7,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Python, SQL, ML, Pandas, TensorFlow"
654,Candidate_654,8,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
655,Candidate_655,10,"Java, Spring, Microservices, Docker","Experienced in Python, SQL, ML, Pandas, TensorFlow"
656,Candidate_656,9,"React, JS, HTML, CSS, Node","Experienced in NLP, Deep Learning, PyTorch, ML"
657,Candidate_657,8,"Java, Spring, Microservices, Docker","Experienced in NLP, Deep Learning, PyTorch, ML"
658,Candidate_658,7,"React, JS, HTML, CSS, Node","Experienced in Python, SQL, ML, Pandas, TensorFlow"
659,Candidate_659,4,"React, JS, HTML, CSS, Node","Experienced in NLP, Deep Learning, PyTorch, ML"
660,Candidate_660,3,"React, JS, HTML, CSS, Node","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
661,Candidate_661,8,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
662,Candidate_662,7,"React, JS, HTML, CSS, Node","Experienced in NLP, Deep Learning, PyTorch, ML"
663,Candidate_663,3,"Python, SQL, ML, Pandas, TensorFlow","Experienced in React, JS, HTML, CSS, Node"
664,Candidate_664,6,"Java, Spring, Microservices, Docker","Experienced in Python, SQL, ML, Pandas, TensorFlow"
665,Candidate_665,4,"NLP, Deep Learning, PyTorch, ML","Experienced in React, JS, HTML, CSS, Node"
666,Candidate_666,3,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in NLP, Deep Learning, PyTorch, ML"
667,Candidate_667,1,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
668,Candidate_668,8,"React, JS, HTML, CSS, Node","Experienced in NLP, Deep Learning, PyTorch, ML"
669,Candidate_669,9,"Python, SQL, ML, Pandas, TensorFlow","Experienced in React, JS, HTML, CSS, Node"
670,Candidate_670,6,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Python, SQL, ML, Pandas, TensorFlow"
671,Candidate_671,2,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
672,Candidate_672,8,"Python, SQL, ML, Pandas, TensorFlow","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
673,Candidate_673,3,"Java, Spring, Microservices, Docker","Experienced in React, JS, HTML, CSS, Node"
674,Candidate_674,7,"NLP, Deep Learning, PyTorch, ML","Experienced in React, JS, HTML, CSS, Node"
675,Candidate_675,7,"Java, Spring, Microservices, Docker","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
676,Candidate_676,0,"React, JS, HTML, CSS, Node","Experienced in Java, Spring, Microservices, Docker"
677,Candidate_677,1,"Java, Spring, Microservices, Docker","Experienced in NLP, Deep Learning, PyTorch, ML"
678,Candidate_678,7,"NLP, Deep Learning, PyTorch, ML","Experienced in React, JS, HTML, CSS, Node"
679,Candidate_679,6,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
680,Candidate_680,4,"NLP, Deep Learning, PyTorch, ML","Experienced in NLP, Deep Learning, PyTorch, ML"
681,Candidate_681,9,"Python, SQL, ML, Pandas, TensorFlow","Experienced in React, JS, HTML, CSS, Node"
682,Candidate_682,2,"Java, Spring, Microservices, Docker","Experienced in React, JS, HTML, CSS, Node"
683,Candidate_683,7,"React, JS, HTML, CSS, Node","Experienced in React, JS, HTML, CSS, Node"
684,Candidate_684,8,"React, JS, HTML, CSS, Node","Experienced in NLP, Deep Learning, PyTorch, ML"
685,Candidate_685,0,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Java, Spring, Microservices, Docker"
686,Candidate_686,0,"React, JS, HTML, CSS, Node","Experienced in Python, SQL, ML, Pandas, TensorFlow"
687,Candidate_687,7,"React, JS, HTML, CSS, Node","Experienced in Python, SQL, ML, Pandas, TensorFlow"
688,Candidate_688,10,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Java, Spring, Microservices, Docker"
689,Candidate_689,3,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Java, Spring, Microservices, Docker"
690,Candidate_690,3,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Python, SQL, ML, Pandas, TensorFlow"
691,Candidate_691,6,"Python, SQL, ML, Pandas, TensorFlow","Experienced in React, JS, HTML, CSS, Node"
692,Candidate_692,2,"Python, SQL, ML, Pandas, TensorFlow","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
693,Candidate_693,10,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in NLP, Deep Learning, PyTorch, ML"
694,Candidate_694,3,"Java, Spring, Microservices, Docker","Experienced in Java, Spring, Microservices, Docker"
695,Candidate_695,7,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Java, Spring, Microservices, Docker"
696,Candidate_696,6,"NLP, Deep Learning, PyTorch, ML","Experienced in React, JS, HTML, CSS, Node"
697,Candidate_697,2,"NLP, Deep Learning, PyTorch, ML","Experienced in NLP, Deep Learning, PyTorch, ML"
698,Candidate_698,8,"NLP, Deep Learning, PyTorch, ML","Experienced in NLP, Deep Learning, PyTorch, ML"
699,Candidate_699,3,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in React, JS, HTML, CSS, Node"
700,Candidate_700,8,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
701,Candidate_701,3,"React, JS, HTML, CSS, Node","Experienced in Java, Spring, Microservices, Docker"
702,Candidate_702,9,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Java, Spring, Microservices, Docker"
703,Candidate_703,3,"Java, Spring, Microservices, Docker","Experienced in Java, Spring, Microservices, Docker"
704,Candidate_704,10,"Java, Spring, Microservices, Docker","Experienced in React, JS, HTML, CSS, Node"
705,Candidate_705,0,"Java, Spring, Microservices, Docker","Experienced in React, JS, HTML, CSS, Node"
706,Candidate_706,5,"Java, Spring, Microservices, Docker","Experienced in Python, SQL, ML, Pandas, TensorFlow"
707,Candidate_707,5,"Java, Spring, Microservices, Docker","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
708,Candidate_708,8,"NLP, Deep Learning, PyTorch, ML","Experienced in NLP, Deep Learning, PyTorch, ML"
709,Candidate_709,4,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Python, SQL, ML, Pandas, TensorFlow"
710,Candidate_710,7,"Python, SQL, ML, Pandas, TensorFlow","Experienced in React, JS, HTML, CSS, Node"
711,Candidate_711,5,"Python, SQL, ML, Pandas, TensorFlow","Experienced in NLP, Deep Learning, PyTorch, ML"
712,Candidate_712,0,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
713,Candidate_713,3,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
714,Candidate_714,3,"React, JS, HTML, CSS, Node","Experienced in Python, SQL, ML, Pandas, TensorFlow"
715,Candidate_715,4,"NLP, Deep Learning, PyTorch, ML","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
716,Candidate_716,1,"Java, Spring, Microservices, Docker","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
717,Candidate_717,1,"NLP, Deep Learning, PyTorch, ML","Experienced in React, JS, HTML, CSS, Node"
718,Candidate_718,10,"Java, Spring, Microservices, Docker","Experienced in Java, Spring, Microservices, Docker"
719,Candidate_719,2,"React, JS, HTML, CSS, Node","Experienced in Python, SQL, ML, Pandas, TensorFlow"
720,Candidate_720,3,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Python, SQL, ML, Pandas, TensorFlow"
721,Candidate_721,0,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in React, JS, HTML, CSS, Node"
722,Candidate_722,6,"React, JS, HTML, CSS, Node","Experienced in React, JS, HTML, CSS, Node"
723,Candidate_723,7,"React, JS, HTML, CSS, Node","Experienced in Java, Spring, Microservices, Docker"
724,Candidate_724,5,"Java, Spring, Microservices, Docker","Experienced in NLP, Deep Learning, PyTorch, ML"
725,Candidate_725,3,"Java, Spring, Microservices, Docker","Experienced in React, JS, HTML, CSS, Node"
726,Candidate_726,8,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Python, SQL, ML, Pandas, TensorFlow"
727,Candidate_727,6,"NLP, Deep Learning, PyTorch, ML","Experienced in React, JS, HTML, CSS, Node"
728,Candidate_728,10,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in React, JS, HTML, CSS, Node"
729,Candidate_729,7,"NLP, Deep Learning, PyTorch, ML","Experienced in React, JS, HTML, CSS, Node"
730,Candidate_730,7,"React, JS, HTML, CSS, Node","Experienced in Java, Spring, Microservices, Docker"
731,Candidate_731,10,"NLP, Deep Learning, PyTorch, ML","Experienced in React, JS, HTML, CSS, Node"
